geoid,geoid20,year,denom_total_pop,american_indian_native_count,american_indian_native_pct,asian_count,asian_pct,black_count,black_pct,latino_count,latino_pct,native_hawaiian_other_count,native_hawaiian_other_pct,other_race_count,other_race_pct,pop_two_or_more_count,pop_two_or_more_pct,white_count,white_pct
1400000US06037214505,6037214505,2020,1307,0,0,192,14.69013,98,7.4980874,79,6.0443764,0,0,0,0,59,4.5141544,879,67.25325
1400000US06037214600,6037214600,2020,2358,0,0,68,2.8837998,70,2.9686174,264,11.195929,0,0,0,0,165,6.9974556,1791,75.954201
1400000US06037214700,6037214700,2020,2376,0,0,143,6.0185184,161,6.7760944,219,9.2171717,11,0.46296296,0,0,116,4.8821549,1726,72.643097
1400000US06037214800,6037214800,2020,2839,5,0.17611836,233,8.2071152,162,5.7062345,193,6.7981682,0,0,0,0,110,3.8746037,2136,75.237762
1400000US06037214902,6037214902,2020,2578,0,0,219,8.494957,174,6.7494183,106,4.1117144,0,0,0,0,217,8.4173775,1862,72.226532
1400000US06037214903,6037214903,2020,1657,0,0,133,8.0265541,42,2.5347013,223,13.458056,0,0,0,0,45,2.7157514,1214,73.264938
1400000US06037214904,6037214904,2020,1452,0,0,197,13.567493,32,2.2038567,37,2.5482094,0,0,0,0,196,13.498623,990,68.181816
1400000US06037215101,6037215101,2020,2985,0,0,490,16.415411,284,9.5142374,538,18.023451,0,0,13,0.43551087,179,5.9966497,1481,49.614738
1400000US06037215102,6037215102,2020,3040,0,0,218,7.1710525,75,2.4671052,647,21.282894,0,0,2,0.065789476,184,6.0526314,1914,62.960526
1400000US06037216100,6037216100,2020,2086,0,0,360,17.25791,301,14.42953,328,15.723873,0,0,0,0,69,3.307766,1028,49.280922
1400000US06037216201,6037216201,2020,2578,0,0,521,20.209465,206,7.9906902,280,10.861133,0,0,0,0,137,5.3141971,1434,55.624516
1400000US06037216202,6037216202,2020,2757,0,0,547,19.840406,414,15.016322,546,19.804134,0,0,0,0,66,2.3939064,1184,42.945229
1400000US06037216301,6037216301,2020,1575,0,0,61,3.8730159,30,1.9047619,211,13.396826,0,0,0,0,87,5.5238094,1186,75.30159
1400000US06037216302,6037216302,2020,2989,15,0.50184005,461,15.423219,331,11.073937,391,13.081298,49,1.6393442,0,0,183,6.1224489,1559,52.157913
1400000US06037216401,6037216401,2020,3786,0,0,256,6.761754,139,3.6714211,286,7.5541468,5,0.1320655,0,0,268,7.078711,2832,74.801903
1400000US06037216402,6037216402,2020,2443,6,0.24559967,241,9.8649206,50,2.046664,172,7.040524,0,0,0,0,177,7.2451901,1797,73.557098
1400000US06037216700,6037216700,2020,3493,0,0,284,8.1305466,900,25.765818,654,18.72316,0,0,45,1.2882909,231,6.6132264,1379,39.478958
1400000US06037216800,6037216800,2020,3110,0,0,245,7.8778133,238,7.6527333,553,17.781351,10,0.3215434,0,0,192,6.1736336,1872,60.192924
1400000US06037216901,6037216901,2020,2586,0,0,81,3.1322505,1023,39.559166,546,21.113689,0,0,0,0,157,6.0711522,779,30.123743
1400000US06037216902,6037216902,2020,2275,8,0.35164836,46,2.0219781,323,14.197803,244,10.725275,0,0,0,0,485,21.318682,1169,51.384617
1400000US06037217001,6037217001,2020,3032,0,0,101,3.3311346,32,1.055409,235,7.7506595,0,0,7,0.23087071,127,4.1886544,2530,83.443275
1400000US06037217002,6037217002,2020,4611,0,0,220,4.7711992,92,1.9952288,579,12.556929,0,0,71,1.5397961,108,2.3422251,3541,76.794624
1400000US06037217101,6037217101,2020,2964,0,0,101,3.4075572,201,6.7813764,1670,56.342781,0,0,485,16.363024,54,1.8218623,453,15.283401
1400000US06037217102,6037217102,2020,2658,0,0,226,8.5026331,613,23.062452,349,13.130173,0,0,0,0,125,4.7027841,1345,50.601955
1400000US06037217200,6037217200,2020,4105,0,0,219,5.3349576,1039,25.310596,1566,38.148598,34,0.82825822,115,2.8014617,78,1.9001218,1054,25.676004
1400000US06037218110,6037218110,2020,3532,36,1.0192525,472,13.363533,815,23.074745,1812,51.30238,0,0,0,0,61,1.7270669,336,9.5130234
1400000US06037218120,6037218120,2020,4244,0,0,604,14.231856,470,11.074458,2891,68.119698,50,1.1781338,0,0,120,2.8275213,109,2.5683317
1400000US06037218210,6037218210,2020,3621,0,0,197,5.440486,428,11.81994,2560,70.6987,0,0,15,0.4142502,0,0,421,11.626622
1400000US06037218220,6037218220,2020,3877,0,0,306,7.8927007,925,23.858654,1782,45.963375,0,0,30,0.77379417,78,2.0118649,756,19.499613
1400000US06037218300,6037218300,2020,5281,0,0,323,6.1162658,1419,26.869911,2223,42.094299,0,0,314,5.9458437,80,1.5148646,922,17.458815
1400000US06037218400,6037218400,2020,4699,0,0,153,3.256012,606,12.896361,3164,67.333473,0,0,51,1.0853373,53,1.1278995,672,14.300915
1400000US06037218500,6037218500,2020,2655,0,0,99,3.7288136,594,22.372881,1483,55.856873,0,0,111,4.1807909,153,5.762712,215,8.097928
1400000US06037218600,6037218600,2020,3081,0,0,248,8.0493345,577,18.727686,1613,52.35313,0,0,34,1.1035378,102,3.3106134,507,16.455696
1400000US06037218701,6037218701,2020,2157,0,0,246,11.404729,803,37.227631,875,40.565601,0,0,7,0.32452479,49,2.2716737,177,8.2058411
1400000US06037218702,6037218702,2020,2232,0,0,130,5.8243728,810,36.290321,1106,49.551971,0,0,0,0,45,2.016129,141,6.3172045
1400000US06037218800,6037218800,2020,2619,0,0,538,20.542192,652,24.894999,1186,45.284458,0,0,0,0,39,1.489118,204,7.7892327
1400000US06037218900,6037218900,2020,5757,0,0,219,3.8040645,2604,45.231892,2261,39.273926,0,0,35,0.60795552,259,4.4988708,379,6.5832901
1400000US06037219010,6037219010,2020,3318,7,0.21097046,52,1.5672091,892,26.883665,1950,58.770344,0,0,6,0.18083182,196,5.9071732,215,6.4798069
1400000US06037219020,6037219020,2020,5298,0,0,71,1.3401283,1329,25.084938,3471,65.515289,0,0,35,0.66062665,98,1.8497546,294,5.549264
1400000US06037219300,6037219300,2020,3906,0,0,205,5.2483358,929,23.783922,2430,62.211983,0,0,18,0.4608295,30,0.76804918,294,7.5268817
1400000US06037219500,6037219500,2020,2098,0,0,366,17.445187,1053,50.190659,376,17.921831,0,0,0,0,19,0.90562439,284,13.536701
1400000US06037219700,6037219700,2020,4724,0,0,104,2.201524,982,20.787468,3507,74.23793,0,0,32,0.67739207,14,0.29635903,85,1.7993226
1400000US06037219800,6037219800,2020,2915,0,0,31,1.0634649,413,14.168096,2247,77.084045,0,0,18,0.61749572,22,0.75471699,184,6.3121786
1400000US06037219901,6037219901,2020,4724,0,0,73,1.5453006,656,13.886537,3554,75.232857,0,0,0,0,66,1.3971211,375,7.9381881
1400000US06037219902,6037219902,2020,3177,0,0,98,3.084671,494,15.54926,2141,67.390617,17,0.53509599,68,2.140384,53,1.6682404,306,9.6317282
1400000US06037220000,6037220000,2020,4784,0,0,488,10.200669,1464,30.602007,2374,49.623745,20,0.41806021,0,0,41,0.85702342,397,8.2984953
1400000US06037220100,6037220100,2020,2487,0,0,186,7.4788904,1117,44.913551,928,37.314034,0,0,0,0,134,5.3880177,122,4.9055085
1400000US06037221110,6037221110,2020,3668,0,0,319,8.6968374,81,2.208288,3173,86.504906,0,0,0,0,0,0,95,2.5899673
1400000US06037221120,6037221120,2020,3129,0,0,144,4.6021094,5,0.15979546,2936,93.831894,0,0,0,0,1,0.031959094,43,1.374241
1400000US06037221210,6037221210,2020,3331,0,0,264,7.9255481,144,4.3230262,2683,80.546379,0,0,0,0,20,0.6004203,220,6.6046233
1400000US06037221220,6037221220,2020,3227,0,0,250,7.7471337,10,0.30988535,2854,88.441277,0,0,0,0,8,0.24790828,105,3.2537961
1400000US06037221302,6037221302,2020,4204,0,0,351,8.3491917,711,16.912464,2816,66.983826,114,2.7117031,0,0,56,1.3320647,156,3.7107518
1400000US06037221303,6037221303,2020,2697,0,0,279,10.344828,142,5.2651095,2112,78.309235,0,0,0,0,19,0.70448649,145,5.3763442
1400000US06037221304,6037221304,2020,3912,0,0,792,20.245399,388,9.9182005,2594,66.308792,0,0,8,0.20449898,18,0.4601227,112,2.8629856
1400000US06037221401,6037221401,2020,3422,0,0,441,12.8872,1335,39.012272,1288,37.638809,0,0,0,0,133,3.886616,225,6.5751023
1400000US06037221402,6037221402,2020,3188,4,0.12547052,432,13.550816,629,19.730238,1653,51.850689,0,0,29,0.90966123,107,3.3563364,334,10.476788
1400000US06037221500,6037221500,2020,3688,0,0,178,4.8264642,776,21.041214,2297,62.283081,54,1.4642082,0,0,0,0,383,10.385033
1400000US06037221601,6037221601,2020,3226,0,0,206,6.3856168,404,12.523249,2316,71.791695,0,0,6,0.18598884,56,1.7358959,238,7.3775573
1400000US06037221602,6037221602,2020,2711,0,0,237,8.7421618,129,4.7583919,2221,81.925491,0,0,0,0,26,0.95905572,98,3.6149023
1400000US06037221710,6037221710,2020,2890,0,0,498,17.231834,65,2.249135,2114,73.148788,0,0,0,0,11,0.38062283,202,6.9896193
1400000US06037221810,6037221810,2020,2782,0,0,650,23.364487,142,5.1042414,1358,48.813805,11,0.395399,0,0,132,4.7447877,489,17.577282
1400000US06037221820,6037221820,2020,2424,11,0.45379537,805,33.209572,300,12.376238,459,18.935644,0,0,0,0,54,2.2277229,795,32.797031
1400000US06037221900,6037221900,2020,4200,16,0.38095239,1091,25.976191,501,11.928572,1074,25.571428,0,0,30,0.71428573,328,7.8095236,1160,27.619047
1400000US06037222001,6037222001,2020,2942,2,0.067980967,3,0.10197145,657,22.331747,1980,67.301155,0,0,17,0.57783818,27,0.91774303,256,8.7015638
1400000US06037222002,6037222002,2020,5072,0,0,39,0.76892745,1221,24.073343,3612,71.214508,0,0,0,0,73,1.4392744,127,2.5039432
1400000US06037222100,6037222100,2020,4614,0,0,258,5.5916777,1160,25.140875,2883,62.483746,0,0,0,0,88,1.9072388,225,4.8764629
1400000US06037222200,6037222200,2020,4127,0,0,85,2.0596075,657,15.919554,3026,73.322029,0,0,26,0.62999755,72,1.7446086,261,6.3242064
1400000US06037222500,6037222500,2020,5195,0,0,146,2.8103945,1174,22.598652,3574,68.796921,18,0.34648702,44,0.84696823,41,0.78922039,198,3.811357
1400000US06037222600,6037222600,2020,5638,24,0.42568287,1043,18.499468,766,13.586378,3116,55.267826,0,0,35,0.6207875,112,1.9865201,542,9.6133385
1400000US06037222700,6037222700,2020,3959,0,0,1292,32.634502,245,6.1884313,664,16.771912,21,0.53043699,8,0.20207123,79,1.9954534,1650,41.677193
1400000US06037224010,6037224010,2020,2906,0,0,382,13.145217,495,17.033724,1633,56.19408,0,0,8,0.27529249,29,0.9979353,359,12.353751
1400000US06037224020,6037224020,2020,2746,0,0,44,1.6023307,167,6.081573,2172,79.09687,0,0,0,0,228,8.3029861,135,4.9162416
1400000US06037224200,6037224200,2020,2632,7,0.26595744,53,2.0136778,42,1.5957447,2392,90.881462,0,0,45,1.7097265,4,0.15197569,89,3.381459
1400000US06037224310,6037224310,2020,2169,0,0,115,5.3019824,57,2.6279392,1873,86.353157,0,0,0,0,13,0.59935457,111,5.1175656
1400000US06037224320,6037224320,2020,2947,21,0.71258909,129,4.3773327,229,7.7706141,2531,85.883949,0,0,22,0.74652189,0,0,15,0.5089922
1400000US06037224410,6037224410,2020,3083,0,0,254,8.2387285,311,10.087577,1692,54.881607,0,0,9,0.29192346,127,4.1193643,690,22.380798
1400000US06037224420,6037224420,2020,2651,0,0,147,5.5450773,180,6.7898908,2171,81.893623,0,0,0,0,25,0.94304037,128,4.8283668
1400000US06037224600,6037224600,2020,3280,0,0,87,2.6524391,239,7.2865853,2892,88.170731,0,0,0,0,0,0,62,1.8902439
1400000US06037224701,6037224701,2020,2880,0,0,1086,37.708332,173,6.0069447,529,18.368055,5,0.1736111,0,0,118,4.0972223,969,33.645832
1400000US06037224702,6037224702,2020,3145,4,0.12718602,1244,39.554848,150,4.7694755,366,11.63752,10,0.31796503,24,0.76311606,133,4.2289348,1214,38.600952
1400000US06037226001,6037226001,2020,2268,10,0.4409171,0,0,304,13.40388,1943,85.670197,0,0,0,0,0,0,11,0.48500881
1400000US06037226002,6037226002,2020,2053,0,0,166,8.0857286,247,12.031174,981,47.78373,0,0,5,0.24354602,60,2.9225523,594,28.933268
1400000US06037226410,6037226410,2020,3627,0,0,8,0.22056796,38,1.0476978,3562,98.207886,6,0.16542597,7,0.19299696,6,0.16542597,0,0
1400000US06037226420,6037226420,2020,5382,0,0,232,4.3106651,475,8.8257151,4615,85.748795,36,0.66889632,0,0,0,0,24,0.44593087
1400000US06037226701,6037226701,2020,3135,0,0,15,0.47846889,59,1.8819777,3045,97.129189,0,0,0,0,16,0.5103668,0,0
1400000US06037226702,6037226702,2020,4954,0,0,0,0,87,1.7561567,4867,98.243843,0,0,0,0,0,0,0,0
1400000US06037227010,6037227010,2020,5163,68,1.3170637,0,0,173,3.350765,4858,94.092583,0,0,0,0,0,0,64,1.2395893
1400000US06037227020,6037227020,2020,3726,0,0,4,0.10735373,48,1.2882447,3669,98.470207,0,0,0,0,0,0,5,0.13419217
1400000US06037228100,6037228100,2020,5377,0,0,24,0.44634554,255,4.7424216,4722,87.818489,0,0,51,0.9484843,34,0.63232285,291,5.4119396
1400000US06037228210,6037228210,2020,4338,0,0,68,1.5675427,348,8.02213,3911,90.156754,0,0,0,0,0,0,11,0.25357309
1400000US06037228220,6037228220,2020,4490,0,0,0,0,274,6.1024499,4097,91.247215,0,0,8,0.17817372,72,1.6035634,39,0.86859691
1400000US06037228310,6037228310,2020,4562,4,0.087680839,0,0,194,4.252521,4314,94.563789,0,0,9,0.1972819,0,0,41,0.89872861
1400000US06037228320,6037228320,2020,3271,0,0,0,0,87,2.6597371,3184,97.340263,0,0,0,0,0,0,0,0
1400000US06037228410,6037228410,2020,3489,0,0,37,1.0604758,145,4.1559186,3183,91.229576,28,0.80252224,0,0,69,1.977644,27,0.77386069
1400000US06037228420,6037228420,2020,3337,0,0,0,0,216,6.4728799,3116,93.377281,0,0,0,0,5,0.14983518,0,0
1400000US06037228500,6037228500,2020,5196,9,0.17321016,0,0,904,17.397999,4283,82.428795,0,0,0,0,0,0,0,0
1400000US06037228600,6037228600,2020,5041,37,0.73398137,5,0.099186666,326,6.4669709,4576,90.775642,0,0,0,0,84,1.6663361,13,0.25788534
1400000US06037228710,6037228710,2020,4024,7,0.17395626,14,0.34791252,328,8.1510935,3584,89.065605,0,0,0,0,23,0.57157058,68,1.6898608
1400000US06037228720,6037228720,2020,5053,0,0,0,0,501,9.9149017,4498,89.016426,0,0,11,0.21769246,0,0,43,0.85097963
1400000US06037228800,6037228800,2020,5421,0,0,0,0,300,5.5340343,5101,94.097031,9,0.16602103,0,0,11,0.2029146,0,0
1400000US06037228900,6037228900,2020,2947,0,0,0,0,260,8.8225317,2640,89.582626,0,0,42,1.4251782,0,0,5,0.16966407
1400000US06037229100,6037229100,2020,5157,0,0,0,0,500,9.6955595,4509,87.434555,0,0,74,1.4349428,11,0.21330231,63,1.2216405
1400000US06037229200,6037229200,2020,5012,0,0,46,0.91779727,626,12.490024,4331,86.412613,0,0,0,0,0,0,9,0.17956904
1400000US06037229300,6037229300,2020,5846,10,0.17105713,0,0,275,4.704071,5265,90.061577,7,0.11973999,14,0.23947999,45,0.76975709,230,3.934314
1400000US06037229410,6037229410,2020,3948,0,0,10,0.2532928,147,3.7234042,3716,94.123604,0,0,0,0,21,0.53191489,54,1.3677812
1400000US06037229420,6037229420,2020,4421,0,0,14,0.31667045,343,7.7584257,4026,91.065369,0,0,12,0.2714318,0,0,26,0.58810222
1400000US06037231100,6037231100,2020,3374,0,0,54,1.6004742,525,15.560166,2451,72.643745,0,0,0,0,100,2.9638412,244,7.2317724
1400000US06037231210,6037231210,2020,3975,28,0.70440251,0,0,612,15.396227,3122,78.540878,101,2.5408804,28,0.70440251,10,0.25157234,74,1.8616352
1400000US06037231220,6037231220,2020,4482,0,0,319,7.1173582,1163,25.948236,2874,64.123161,0,0,8,0.17849174,59,1.3163766,59,1.3163766
1400000US06037231301,6037231301,2020,2349,0,0,87,3.7037036,134,5.704555,1894,80.630058,0,0,0,0,87,3.7037036,147,6.2579823
1400000US06037231302,6037231302,2020,3258,0,0,42,1.2891344,827,25.383671,2244,68.87661,0,0,0,0,59,1.8109269,86,2.6396563
1400000US06037231400,6037231400,2020,4869,0,0,96,1.9716574,1188,24.399261,3282,67.406036,0,0,106,2.1770384,28,0.57506675,169,3.4709387
1400000US06037231500,6037231500,2020,5257,0,0,266,5.0599203,1682,31.995434,3198,60.833176,0,0,10,0.19022256,69,1.3125356,32,0.6087122
1400000US06037231601,6037231601,2020,2652,0,0,0,0,993,37.443439,1478,55.731522,0,0,67,2.5263951,71,2.6772246,43,1.6214178
1400000US06037231602,6037231602,2020,2088,0,0,11,0.52681994,474,22.701149,1417,67.863983,0,0,38,1.8199234,33,1.5804597,115,5.5076628
1400000US06037231603,6037231603,2020,2782,0,0,58,2.084831,462,16.606758,2177,78.253052,0,0,0,0,0,0,85,3.0553558
1400000US06037231710,6037231710,2020,4135,10,0.24183796,2,0.048367593,429,10.374849,3613,87.37606,0,0,53,1.2817413,0,0,28,0.67714632
1400000US06037231720,6037231720,2020,5016,0,0,81,1.6148325,584,11.642743,4224,84.210526,0,0,0,0,50,0.9968102,77,1.5350877
1400000US06037231800,6037231800,2020,5720,0,0,0,0,442,7.7272725,5089,88.968529,0,0,19,0.33216783,170,2.972028,0,0
1400000US06037231901,6037231901,2020,3137,0,0,0,0,294,9.3720112,2829,90.181702,0,0,0,0,0,0,14,0.44628626
1400000US06037231902,6037231902,2020,3261,18,0.55197793,16,0.49064705,200,6.1330881,2961,90.800369,0,0,0,0,61,1.8705919,5,0.1533272
1400000US06037232110,6037232110,2020,2920,11,0.37671232,18,0.61643833,282,9.6575346,2593,88.801369,0,0,0,0,8,0.2739726,8,0.2739726
1400000US06037232120,6037232120,2020,5457,20,0.36650175,92,1.685908,1192,21.843504,4097,75.077881,0,0,0,0,29,0.5314275,27,0.49477735
1400000US06037232200,6037232200,2020,3619,7,0.1934236,28,0.7736944,1047,28.930643,2459,67.946945,0,0,0,0,7,0.1934236,71,1.9618679
1400000US06037232300,6037232300,2020,5492,0,0,1,0.018208303,1480,26.948288,3859,70.265839,0,0,0,0,40,0.7283321,112,2.03933
1400000US06037232401,6037232401,2020,3912,0,0,82,2.0961146,1313,33.563396,2237,57.183025,0,0,135,3.4509203,15,0.38343558,130,3.3231084
1400000US06037232402,6037232402,2020,3089,0,0,40,1.2949175,857,27.743607,1975,63.93655,0,0,15,0.48559403,26,0.84169632,176,5.6976366
1400000US06037232500,6037232500,2020,5039,0,0,40,0.79380828,1679,33.320103,3222,63.941257,0,0,17,0.33736852,56,1.1113316,25,0.4961302
1400000US06037232601,6037232601,2020,1905,36,1.8897638,39,2.0472441,493,25.879265,1331,69.868767,0,0,0,0,0,0,6,0.31496063
1400000US06037232602,6037232602,2020,4840,0,0,52,1.0743802,1144,23.636364,3608,74.545456,0,0,0,0,0,0,36,0.74380165
1400000US06037232701,6037232701,2020,2464,0,0,0,0,528,21.428572,1745,70.819809,0,0,15,0.60876626,102,4.1396103,74,3.0032468
1400000US06037232702,6037232702,2020,4290,0,0,73,1.7016317,348,8.1118879,3810,88.811188,0,0,13,0.30303031,0,0,46,1.0722611
1400000US06037232800,6037232800,2020,4568,13,0.28458846,0,0,589,12.894046,3857,84.435204,0,0,40,0.87565672,51,1.1164623,18,0.39404553
1400000US06037234001,6037234001,2020,2595,0,0,6,0.23121387,1984,76.45472,359,13.834297,0,0,0,0,12,0.46242774,234,9.0173407
1400000US06037234002,6037234002,2020,2711,0,0,13,0.47952786,808,29.804501,1756,64.773148,0,0,0,0,56,2.0656583,78,2.877167
1400000US06037234200,6037234200,2020,2520,0,0,246,9.7619047,1592,63.174603,296,11.746032,8,0.31746033,0,0,86,3.4126985,292,11.587301
1400000US06037234301,6037234301,2020,1869,0,0,165,8.8282499,1244,66.559654,224,11.985019,0,0,0,0,40,2.140182,196,10.486892
1400000US06037234302,6037234302,2020,2144,0,0,0,0,1807,84.281715,193,9.0018654,0,0,0,0,144,6.7164178,0,0
1400000US06037234501,6037234501,2020,2974,0,0,49,1.6476127,1610,54.135845,1020,34.297241,0,0,29,0.97511768,125,4.2030935,141,4.7410893
1400000US06037234502,6037234502,2020,3195,0,0,38,1.1893584,2095,65.571205,864,27.042253,0,0,42,1.314554,29,0.90766823,127,3.9749608
1400000US06037234600,6037234600,2020,5011,0,0,66,1.3171024,2441,48.712833,1805,36.020756,0,0,240,4.789463,191,3.8116145,268,5.3482337
1400000US06037234700,6037234700,2020,3692,0,0,2,0.054171182,1886,51.083424,1621,43.905743,0,0,1,0.027085591,163,4.4149513,19,0.5146262
1400000US06037234800,6037234800,2020,3371,0,0,92,2.7291605,1710,50.726788,1437,42.6283,27,0.80094928,7,0.20765352,22,0.65262532,76,2.254524
1400000US06037234901,6037234901,2020,3315,0,0,4,0.12066365,1996,60.211163,1211,36.530922,65,1.9607843,0,0,8,0.2413273,31,0.93514329
1400000US06037234902,6037234902,2020,4222,9,0.21316911,97,2.2974894,1671,39.5784,2072,49.076267,22,0.52108008,0,0,147,3.4817622,204,4.8318334
1400000US06037235100,6037235100,2020,4229,0,0,148,3.4996452,2816,66.587845,719,17.001656,0,0,0,0,111,2.6247339,435,10.286119
1400000US06037235201,6037235201,2020,2835,0,0,7,0.24691358,1439,50.758377,1121,39.541447,0,0,47,1.6578484,107,3.7742505,114,4.0211639
1400000US06037235202,6037235202,2020,4068,0,0,0,0,2698,66.322517,1143,28.097345,0,0,0,0,173,4.2527041,54,1.3274336
1400000US06037236001,6037236001,2020,4082,0,0,174,4.2626162,2057,50.391964,442,10.828026,0,0,0,0,359,8.7947083,1050,25.722685
1400000US06037236101,6037236101,2020,2628,0,0,404,15.372907,1529,58.181126,572,21.765602,0,0,30,1.1415526,51,1.9406393,42,1.5981735
1400000US06037236102,6037236102,2020,3405,0,0,10,0.29368576,2149,63.113068,1025,30.102791,0,0,0,0,97,2.8487518,124,3.6417034
1400000US06037236203,6037236203,2020,3599,0,0,187,5.1958876,1677,46.596275,1485,41.261463,0,0,31,0.86135036,120,3.3342595,99,2.7507641
1400000US06037236204,6037236204,2020,3137,0,0,27,0.86069494,1707,54.415047,1250,39.846989,19,0.60567421,13,0.41440868,40,1.2751036,81,2.5820849
1400000US06037236205,6037236205,2020,3347,0,0,75,2.2408128,1836,54.855095,1126,33.642067,0,0,0,0,37,1.1054676,273,8.156558
1400000US06037236206,6037236206,2020,2568,0,0,39,1.5186915,1115,43.419003,1300,50.623055,0,0,0,0,88,3.4267912,26,1.0124611
1400000US06037236400,6037236400,2020,4368,29,0.66391939,89,2.0375457,3426,78.434067,330,7.554945,0,0,14,0.32051283,76,1.7399267,404,9.2490845
1400000US06037237101,6037237101,2020,4099,0,0,69,1.6833375,975,23.786289,2980,72.700661,0,0,0,0,55,1.3417907,20,0.48792389
1400000US06037237102,6037237102,2020,4054,0,0,29,0.71534288,777,19.166256,3202,78.983719,0,0,0,0,7,0.17266896,39,0.96201283
1400000US06037237201,6037237201,2020,4049,0,0,65,1.6053346,953,23.536676,2951,72.882195,0,0,0,0,39,0.96320081,41,1.0125957
1400000US06037237202,6037237202,2020,4611,0,0,45,0.97592711,1233,26.740404,3213,69.681198,19,0.41205812,0,0,0,0,101,2.1904142
1400000US06037237300,6037237300,2020,5407,0,0,1,0.018494545,2508,46.384315,2688,49.713333,0,0,0,0,80,1.4795635,130,2.4042907
1400000US06037237401,6037237401,2020,4490,0,0,0,0,1120,24.944321,3265,72.717148,0,0,0,0,0,0,105,2.3385301
1400000US06037237402,6037237402,2020,3605,0,0,0,0,1025,28.432732,2364,65.575592,0,0,39,1.0818307,60,1.664355,117,3.2454925
1400000US06037237500,6037237500,2020,2728,0,0,15,0.54985338,691,25.329912,1979,72.543991,0,0,0,0,5,0.18328446,38,1.3929619
1400000US06037237600,6037237600,2020,3914,15,0.38323966,23,0.58763415,734,18.753193,3112,79.509453,0,0,0,0,10,0.2554931,20,0.51098621
1400000US06037237710,6037237710,2020,4728,43,0.90947545,0,0,1430,30.245346,2913,61.611675,0,0,0,0,322,6.8104906,20,0.42301184
1400000US06037237720,6037237720,2020,3855,16,0.41504541,1,0.025940338,797,20.674448,2918,75.693901,0,0,7,0.18158236,46,1.1932555,70,1.8158236
1400000US06037237800,6037237800,2020,4015,59,1.4694895,7,0.17434621,1954,48.667496,1836,45.728519,0,0,34,0.84682441,86,2.1419675,39,0.97135741
1400000US06037237900,6037237900,2020,4651,0,0,18,0.38701355,2992,64.330254,1325,28.488497,0,0,0,0,171,3.6766286,145,3.117609
1400000US06037238000,6037238000,2020,6232,0,0,21,0.33697048,3933,63.109756,1431,22.962132,47,0.75417203,61,0.97881901,626,10.04493,113,1.8132221
1400000US06037238100,6037238100,2020,5314,0,0,25,0.47045541,3248,61.121567,1838,34.587879,0,0,0,0,116,2.1829131,87,1.6371847
1400000US06037238200,6037238200,2020,5448,0,0,50,0.917768,3723,68.337006,1597,29.313509,0,0,0,0,74,1.3582966,4,0.073421441
1400000US06037238310,6037238310,2020,5222,0,0,0,0,1077,20.624283,4095,78.418228,10,0.1914975,0,0,13,0.24894677,27,0.51704329
1400000US06037238320,6037238320,2020,3542,0,0,40,1.1293055,1065,30.067759,2388,67.41954,0,0,0,0,0,0,49,1.3833992
1400000US06037238400,6037238400,2020,4618,0,0,0,0,2820,61.065395,1177,25.487225,18,0.38977912,112,2.4252923,412,8.9216108,79,1.7106973
1400000US06037239201,6037239201,2020,3353,1,0.029824039,0,0,402,11.989264,2923,87.175667,0,0,0,0,7,0.20876826,20,0.59648079
1400000US06037239202,6037239202,2020,6442,28,0.43464762,0,0,558,8.6619062,5815,90.266998,0,0,0,0,34,0.52778637,7,0.1086619
1400000US06037239310,6037239310,2020,4596,0,0,6,0.1305483,401,8.7249784,4140,90.078331,0,0,0,0,7,0.15230635,42,0.91383815
1400000US06037239320,6037239320,2020,3535,0,0,6,0.16973126,271,7.6661954,3086,87.298447,0,0,115,3.2531824,57,1.6124469,0,0
1400000US06037239330,6037239330,2020,2795,0,0,0,0,207,7.4060822,2540,90.876564,0,0,0,0,36,1.2880143,12,0.4293381
1400000US06037239501,6037239501,2020,3533,0,0,23,0.65100479,879,24.879705,2605,73.733368,0,0,0,0,4,0.11321823,22,0.62270027
1400000US06037239502,6037239502,2020,3990,0,0,7,0.1754386,897,22.481203,3059,76.666664,0,0,12,0.30075186,0,0,15,0.37593985
1400000US06037239601,6037239601,2020,3675,6,0.1632653,10,0.27210885,842,22.911564,2725,74.149658,0,0,45,1.2244898,34,0.92517006,13,0.3537415
1400000US06037239602,6037239602,2020,3960,0,0,48,1.2121212,596,15.050505,3305,83.459595,0,0,0,0,2,0.05050505,9,0.22727273
1400000US06037239701,6037239701,2020,4738,0,0,0,0,660,13.929928,4078,86.070068,0,0,0,0,0,0,0,0
1400000US06037239702,6037239702,2020,4352,0,0,0,0,1581,36.328125,2757,63.350185,0,0,0,0,0,0,14,0.32169119
1400000US06037239801,6037239801,2020,3761,0,0,0,0,860,22.866259,2848,75.724541,0,0,2,0.053177346,34,0.90401489,17,0.45200744
1400000US06037239802,6037239802,2020,5857,0,0,16,0.27317739,1451,24.773775,4225,72.135902,0,0,73,1.2463719,41,0.70001709,51,0.87075293
1400000US06037240010,6037240010,2020,3809,0,0,0,0,747,19.611446,3032,79.600945,0,0,0,0,14,0.36755055,16,0.42005774
1400000US06037240020,6037240020,2020,5321,0,0,0,0,1113,20.91712,4187,78.688217,0,0,0,0,3,0.05638038,18,0.33828229
1400000US06037240200,6037240200,2020,5523,83,1.5028064,80,1.4484881,1345,24.352707,3978,72.02607,0,0,0,0,0,0,37,0.66992575
