,FIPS,Walkability,Percentage of without vehicle,geometry,Percentage of public transportation
641,06037221900,2.510924,37.0,"POLYGON ((-118.295908192455 34.028657851587, -118.291551192237 34.0286828512502, -118.29155019243 34.0283958515778, -118.288832191396 34.0283928519547, -118.283964190414 34.028388852254, -118.28396719042 34.0274278522851, -118.28387719043 34.0239788518947, -118.283558190926 34.0235638513084, -118.287761191093 34.025332851253, -118.291550191581 34.0255018511697, -118.295915192656 34.0255118514658, -118.295908192455 34.028657851587))",12.09
642,06037269906,1.01092,5.4,"POLYGON ((-118.407372211291 34.0249028448121, -118.403682211176 34.0268718452164, -118.402161211118 34.0276858449284, -118.398922209249 34.0234848453147, -118.400417209598 34.0226358444593, -118.40209421057 34.0248108447775, -118.404606210984 34.0232978450365, -118.405690210815 34.0227198446807, -118.407372211291 34.0249028448121))",9.01
643,06037205110,2.29383,15.4,"POLYGON ((-118.219461180166 34.0280908556059, -118.213004178224 34.025267855392, -118.211226178917 34.0244748552546, -118.208529178073 34.0232668554444, -118.210006178267 34.020907855394, -118.211510177854 34.0221678554889, -118.217034179237 34.0244948556801, -118.217679179785 34.0246738557815, -118.21972318 34.0255568555153, -118.219461180166 34.0280908556059))",23.76
644,06037226410,1.933662,24.1,"POLYGON ((-118.265448187007 34.0234168526631, -118.262917187677 34.027471853082, -118.262769187098 34.0277078530858, -118.260555187171 34.0267468533145, -118.258618186241 34.0258128527994, -118.261869186938 34.0207088519868, -118.263842187325 34.0215638527554, -118.265981187087 34.0225828523129, -118.265448187007 34.0234168526631))",24.92
645,06037224600,1.039859,21.8,"POLYGON ((-118.274844189218 34.026617852326, -118.274488189396 34.0274708528876, -118.272284188534 34.0264768526992, -118.268683187646 34.024851852563, -118.265448187007 34.0234168526631, -118.265981187087 34.0225828523129, -118.266462187275 34.0218308521039, -118.269423187674 34.0171938511786, -118.272637188233 34.0186588516729, -118.278003189711 34.0210578514281, -118.274844189218 34.026617852326))",27.63
646,06037271600,-0.328486,2.8,"POLYGON ((-118.436630216299 34.0236948430753, -118.434125216275 34.0249368428562, -118.431435215071 34.0262698432093, -118.429930214769 34.0268658435089, -118.423523213777 34.018845842696, -118.425162214112 34.0183118427592, -118.429110213753 34.0163518427047, -118.430225213837 34.0159028424981, -118.431437214942 34.0171628422911, -118.434535215245 34.0180488419998, -118.435493214982 34.0187058427686, -118.438662216322 34.0226878423803, -118.436630216299 34.0236948430753))",7.35
647,06037220100,0.120168,16.1,"POLYGON ((-118.377581205942 34.0224408460585, -118.376993205698 34.0237128463056, -118.376709206249 34.0239928463661, -118.376381206044 34.0258538461358, -118.376655206765 34.0260128468006, -118.377041206485 34.026630846841, -118.375425205642 34.0268238471063, -118.372095205663 34.0265148464651, -118.37118720562 34.0265398472952, -118.368568204931 34.0263108468344, -118.36522320421 34.0259318473718, -118.361181203745 34.0255568476219, -118.360166203555 34.0254898472232, -118.35912220374 34.0254948478744, -118.354876202664 34.0255098479909, -118.355577202517 34.0234678472176, -118.355627202019 34.02153684738, -118.360821203263 34.0215378468882, -118.365886204344 34.0215668469681, -118.369182204769 34.0215848461343, -118.371113205266 34.021643846407, -118.37796420639 34.0219748463162, -118.377581205942 34.0224408460585))",3.23
648,06037204820,-1.110886,11.1,"POLYGON ((-118.209630178307 34.0270758563731, -118.206922177683 34.0259208556377, -118.204663177115 34.0251528560016, -118.203074176977 34.0244638564916, -118.200575176183 34.0233808557499, -118.201908176502 34.0212938561644, -118.202395176238 34.0205038559452, -118.206972177176 34.0225498559985, -118.208529178073 34.0232668554444, -118.211226178917 34.0244748552546, -118.209630178307 34.0270758563731))",18.47
649,06037226420,0.113449,16.7,"POLYGON ((-118.261869186938 34.0207088519868, -118.258618186241 34.0258128527994, -118.256708186278 34.0249658534393, -118.25478618605 34.0241138530368, -118.251996184809 34.0228768533508, -118.254284185641 34.0203828526532, -118.254488185652 34.0198828523559, -118.255360185294 34.0177468527755, -118.256853185492 34.0184278526138, -118.258055186224 34.0189738521425, -118.260068186409 34.0198898524065, -118.261869186938 34.0207088519868))",19.29
650,06037219020,-1.257548,11.6,"POLYGON ((-118.328349197521 34.0248388494182, -118.328246198475 34.0256128494649, -118.322408197192 34.0255878495946, -118.321248197207 34.0255818499939, -118.317653196562 34.0255458499026, -118.317648195793 34.0236388491858, -118.317656196107 34.0218658494983, -118.317664196188 34.0202948495781, -118.317705196204 34.0188848492785, -118.31824819558 34.0182788491632, -118.321337196643 34.0182848487289, -118.324155197406 34.0188998491021, -118.327527197117 34.0196808485648, -118.327159197697 34.0210668489948, -118.328347197896 34.0213418485241, -118.328348197742 34.0229468490754, -118.328349197521 34.0248388494182))",10.04
651,06037222002,-0.211864,22.4,"POLYGON ((-118.317705196204 34.0188848492785, -118.317664196188 34.0202948495781, -118.317656196107 34.0218658494983, -118.317648195793 34.0236388491858, -118.317653196562 34.0255458499026, -118.308899195366 34.0255578506633, -118.308901194624 34.0237338505038, -118.308903194487 34.0218918496783, -118.308905194255 34.0209818499548, -118.308905194151 34.0202428495069, -118.308908193874 34.0182508490328, -118.313267195137 34.0182598495523, -118.317104195161 34.0182768490588, -118.31824819558 34.0182788491632, -118.317705196204 34.0188848492785))",16.95
652,06037222500,2.252573,5.8,"POLYGON ((-118.308905194151 34.0202428495069, -118.308905194255 34.0209818499548, -118.308903194487 34.0218918496783, -118.308901194624 34.0237338505038, -118.308899195366 34.0255578506633, -118.305344193767 34.0255238500764, -118.300222193899 34.0255208510127, -118.300236193788 34.0236968504817, -118.300206193509 34.0209668498897, -118.300177193202 34.0181818503173, -118.304541193614 34.0181928492732, -118.308908193874 34.0182508490328, -118.308905194151 34.0202428495069))",16.26
653,06037222600,1.820142,17.4,"POLYGON ((-118.300222193899 34.0255208510127, -118.295915192656 34.0255118514658, -118.291550191581 34.0255018511697, -118.291549191693 34.0220798511264, -118.291547191767 34.0181618506584, -118.295858192059 34.018170850169, -118.300177193202 34.0181818503173, -118.300206193509 34.0209668498897, -118.300236193788 34.0236968504817, -118.300222193899 34.0255208510127))",18.65
654,06037222700,11.618256,30.1,"POLYGON ((-118.291550191581 34.0255018511697, -118.287761191093 34.025332851253, -118.283558190926 34.0235638513084, -118.278003189711 34.0210578514281, -118.280715188851 34.0155818506626, -118.282766189872 34.0156698507681, -118.282775190296 34.0181648505485, -118.291547191767 34.0181618506584, -118.291549191693 34.0220798511264, -118.291550191581 34.0255018511697))",11.26
655,06037205120,-1.227632,16.8,"POLYGON ((-118.220250179334 34.0204668545765, -118.21972318 34.0255568555153, -118.217679179785 34.0246738557815, -118.217034179237 34.0244948556801, -118.211510177854 34.0221678554889, -118.210006178267 34.020907855394, -118.208529178073 34.0232668554444, -118.206972177176 34.0225498559985, -118.202395176238 34.0205038559452, -118.202795177126 34.0198748559332, -118.202780176353 34.0158558551716, -118.202834176378 34.0139698548226, -118.205072176797 34.014523854744, -118.205352176836 34.0128208551412, -118.207053177058 34.0127818549003, -118.208178177106 34.0150108549868, -118.212710178197 34.014299854467, -118.217294178341 34.0156408546333, -118.219938178593 34.0149608543697, -118.220250179334 34.0204668545765))",12.93
656,06037269903,1.835883,4.8,"POLYGON ((-118.410473212126 34.0232468446978, -118.407372211291 34.0249028448121, -118.405690210815 34.0227198446807, -118.402526210442 34.0186458440272, -118.405234210675 34.0170308441595, -118.405472210158 34.0168588438363, -118.406876210822 34.0185788443245, -118.408792210834 34.0210658443679, -118.409941211791 34.0225568445068, -118.410473212126 34.0232468446978))",15.34
657,06037269905,3.136945,8.8,"POLYGON ((-118.404606210984 34.0232978450365, -118.40209421057 34.0248108447775, -118.400417209598 34.0226358444593, -118.398922209249 34.0234848453147, -118.397547208859 34.0217428449112, -118.397467209131 34.0216668449617, -118.400620209503 34.021476844297, -118.400454210072 34.0199978441924, -118.402526210442 34.0186458440272, -118.405690210815 34.0227198446807, -118.404606210984 34.0232978450365))",8.46
658,06037219500,-0.27637,7.4,"POLYGON ((-118.346046200968 34.0241108481415, -118.340529199548 34.0235058483939, -118.335110198757 34.0226808488488, -118.335109198977 34.0182258477195, -118.340270199754 34.0182408478091, -118.342241200061 34.0182478476745, -118.345194200157 34.0182578477284, -118.345195200168 34.0215048480255, -118.346046201223 34.0214958475332, -118.346046200968 34.0241108481415))",6.96
659,06037204920,4.880153,15.9,"POLYGON ((-118.202780176353 34.0158558551716, -118.202795177126 34.0198748559332, -118.202395176238 34.0205038559452, -118.201908176502 34.0212938561644, -118.200575176183 34.0233808557499, -118.194210174694 34.0207098558764, -118.192276175238 34.0203158559488, -118.192264175146 34.0188718561946, -118.192243174905 34.0165508561227, -118.191428173643 34.0128638558348, -118.192137174065 34.0129258551904, -118.201550176256 34.0137598554596, -118.202834176378 34.0139698548226, -118.202780176353 34.0158558551716))",6.1
660,06037227010,-0.485898,14.7,"POLYGON ((-118.254284185641 34.0203828526532, -118.251996184809 34.0228768533508, -118.251653184956 34.0232508531558, -118.24905618442 34.0217928531144, -118.246703183871 34.0204668535578, -118.24415018384 34.0190088533599, -118.240574183276 34.0182088531505, -118.239665182778 34.0180068536935, -118.239664181985 34.0163248528397, -118.243247182484 34.0145088524946, -118.24674618386 34.0157188527035, -118.249447184174 34.0173788525407, -118.251877185104 34.0185918528141, -118.254488185652 34.0198828523559, -118.254284185641 34.0203828526532))",12.78
661,06037271500,-0.860964,1.1,"POLYGON ((-118.444926217389 34.0199498417977, -118.442800216941 34.0206368417572, -118.44099921671 34.0215288424645, -118.438662216322 34.0226878423803, -118.435493214982 34.0187058427686, -118.434535215245 34.0180488419998, -118.431437214942 34.0171628422911, -118.430225213837 34.0159028424981, -118.431103214129 34.0154658423144, -118.433817214282 34.0132518415177, -118.435312215058 34.0124428418391, -118.436498214685 34.0118148415917, -118.438828214872 34.0105818414486, -118.440033215689 34.0121618409736, -118.443438216932 34.0166298420644, -118.444463216986 34.0181548422002, -118.444926217389 34.0199498417977))",2.38
662,06037234200,-0.625131,4.7,"POLYGON ((-118.335110198757 34.0226808488488, -118.32956019816 34.0215918489294, -118.328347197896 34.0213418485241, -118.327159197697 34.0210668489948, -118.327527197117 34.0196808485648, -118.327090197502 34.0182598483015, -118.327088196647 34.010880847203, -118.330214197275 34.010899847719, -118.335108198364 34.0109298468523, -118.33489419816 34.0146128473011, -118.335109198977 34.0182258477195, -118.335110198757 34.0226808488488))",0.0
663,06037236203,-0.037794,21.4,"POLYGON ((-118.352415202305 34.0215178470783, -118.346046201223 34.0214958475332, -118.345195200168 34.0215048480255, -118.345194200157 34.0182578477284, -118.342241200061 34.0182478476745, -118.342410199385 34.0170248474214, -118.343148199566 34.0160018473787, -118.34404420034 34.0163588473111, -118.346527199785 34.0137648470064, -118.3472072003 34.0150668473885, -118.34725920047 34.0159678474082, -118.347121200425 34.0169348469299, -118.348974200515 34.017960846757, -118.350445201433 34.0182758471716, -118.349779201689 34.019858847291, -118.352415202305 34.0215178470783))",20.88
664,06037702502,-2.756011,2.6,"POLYGON ((-118.396157208252 34.0071588432394, -118.39325220702 34.0081408438167, -118.392050207794 34.009286843759, -118.391075207673 34.0139878440803, -118.389219207874 34.017381844802, -118.388533208074 34.0184888448957, -118.386791207164 34.0200948449932, -118.381957206677 34.0209698454033, -118.380805206961 34.0211578455623, -118.378236205806 34.0219988460334, -118.37796420639 34.0219748463162, -118.378092205791 34.0212258455484, -118.378201206259 34.0192218460849, -118.378915206574 34.0192788457791, -118.379678206504 34.019313845727, -118.377985205404 34.0180228457325, -118.37268720537 34.0183618455683, -118.374091204688 34.0148558456689, -118.373105204909 34.0119178450432, -118.379018205124 34.0117068447349, -118.385229206689 34.0126128444243, -118.3881992068 34.0078088440268, -118.389711206301 34.0044908429589, -118.390924206916 34.0018358426701, -118.391188206414 34.0017378427237, -118.393433207304 34.0041458434946, -118.396120207554 34.0071128431972, -118.396157208252 34.0071588432394))",3.65
665,06037271801,0.794525,11.6,"POLYGON ((-118.422242213203 34.0192698427547, -118.42074221328 34.0199998429805, -118.419213212523 34.0207448438011, -118.418323213191 34.021182843683, -118.416992212653 34.01950184322, -118.416296212104 34.0190438431041, -118.412774211385 34.0152678437094, -118.4171062124 34.0127928429886, -118.418247211571 34.0121138429493, -118.418452211956 34.0123688424152, -118.423523213777 34.018845842696, -118.422242213203 34.0192698427547))",6.46
666,06037231100,0.45331,26.8,"POLYGON ((-118.282766189872 34.0156698507681, -118.280715188851 34.0155818506626, -118.278003189711 34.0210578514281, -118.272637188233 34.0186588516729, -118.269423187674 34.0171938511786, -118.272829188134 34.0119008504007, -118.272827187429 34.0111418507172, -118.274015188277 34.0111378506183, -118.278367188865 34.0111048503438, -118.279946188787 34.0110958506651, -118.280912189463 34.0110898506072, -118.282745188904 34.0111478502048, -118.282766189872 34.0156698507681))",30.06
667,06037227020,-0.633106,7.2,"POLYGON ((-118.25652718514 34.0148858522853, -118.25576918519 34.016743852213, -118.255360185294 34.0177468527755, -118.254488185652 34.0198828523559, -118.251877185104 34.0185918528141, -118.249447184174 34.0173788525407, -118.24674618386 34.0157188527035, -118.248460183456 34.0128018527394, -118.248690183261 34.01240985262, -118.252167184469 34.0136918522871, -118.256523185386 34.0136068515696, -118.25652718514 34.0148858522853))",18.72
668,06037271901,1.198616,0.7,"POLYGON ((-118.429110213753 34.0163518427047, -118.425162214112 34.0183118427592, -118.423523213777 34.018845842696, -118.418452211956 34.0123688424152, -118.418247211571 34.0121138429493, -118.419640212259 34.0113238420695, -118.421423212575 34.0103288419364, -118.423791212978 34.0089968423001, -118.424537213035 34.0085768414612, -118.42617321322 34.0105998416281, -118.427607213364 34.0123988421995, -118.427954213794 34.0129698419349, -118.430225213837 34.0159028424981, -118.429110213753 34.0163518427047))",7.09
669,06037236204,0.065843,24.9,"POLYGON ((-118.35130120119 34.0128458462753, -118.350472200751 34.0172808470996, -118.350445201433 34.0182758471716, -118.348974200515 34.017960846757, -118.347121200425 34.0169348469299, -118.34725920047 34.0159678474082, -118.3472072003 34.0150668473885, -118.346527199785 34.0137648470064, -118.347974200699 34.0124238465587, -118.348775199933 34.0114878463379, -118.349641200593 34.0117908462694, -118.351645200709 34.0118938466923, -118.35130120119 34.0128458462753))",21.53
670,06037231400,-1.26236,17.7,"POLYGON ((-118.317104195161 34.0182768490588, -118.313267195137 34.0182598495523, -118.308908193874 34.0182508490328, -118.308912194506 34.0164438491737, -118.30891819348 34.0137198488917, -118.308925193253 34.0108658486289, -118.317081195427 34.0108368482932, -118.317091195398 34.0128048481812, -118.317104195161 34.0182768490588))",15.79
671,06037231210,-0.556074,10.6,"POLYGON ((-118.300184192195 34.0120888489126, -118.300181192296 34.0155188497665, -118.300177193202 34.0181818503173, -118.295858192059 34.018170850169, -118.29591619213 34.015502849474, -118.295917191957 34.0141298501394, -118.295919191006 34.0108698494197, -118.300185191744 34.0108708495901, -118.300184192195 34.0120888489126))",20.59
672,06037231220,1.168576,32.6,"POLYGON ((-118.295917191957 34.0141298501394, -118.29591619213 34.015502849474, -118.295858192059 34.018170850169, -118.291547191767 34.0181618506584, -118.282775190296 34.0181648505485, -118.282766189872 34.0156698507681, -118.282745188904 34.0111478502048, -118.287239189954 34.0110768496799, -118.290005190406 34.0109348495087, -118.291551190402 34.0108688493295, -118.295919191006 34.0108698494197, -118.295917191957 34.0141298501394))",21.42
673,06037228410,1.00795,4.8,"POLYGON ((-118.272829188134 34.0119008504007, -118.269423187674 34.0171938511786, -118.267258187031 34.0162068514741, -118.265264186288 34.0153778513715, -118.266302186621 34.0137498518202, -118.267959187081 34.0111568513136, -118.272268187529 34.0111438503781, -118.272827187429 34.0111418507172, -118.272829188134 34.0119008504007))",18.16
674,06037271400,-2.376144,3.4,"POLYGON ((-118.456007218626 34.0099948404729, -118.447040217371 34.0147158410561, -118.443529216851 34.0165808420074, -118.443438216932 34.0166298420644, -118.440033215689 34.0121618409736, -118.438828214872 34.0105818414486, -118.440030215606 34.0096948411866, -118.442491215374 34.0083388406877, -118.446216216604 34.0063498408049, -118.447193216335 34.0056238401079, -118.451084216652 34.0034138394406, -118.453237217309 34.0062328402609, -118.454799217978 34.0082758401636, -118.456007218626 34.0099948404729))",1.96
675,06037271902,-0.808997,4.6,"POLYGON ((-118.436498214685 34.0118148415917, -118.435312215058 34.0124428418391, -118.433817214282 34.0132518415177, -118.431103214129 34.0154658423144, -118.430225213837 34.0159028424981, -118.427954213794 34.0129698419349, -118.427607213364 34.0123988421995, -118.42617321322 34.0105998416281, -118.424537213035 34.0085768414612, -118.428359213804 34.0064178417282, -118.428840213654 34.0061458413708, -118.433485214426 34.003568840923, -118.43569521499 34.0064688406042, -118.438828214872 34.0105818414486, -118.436498214685 34.0118148415917))",3.62
676,06037228100,-0.379185,2.2,"POLYGON ((-118.248690183261 34.01240985262, -118.248460183456 34.0128018527394, -118.24674618386 34.0157188527035, -118.243247182484 34.0145088524946, -118.239664181985 34.0163248528397, -118.23972018237 34.0147178533852, -118.239217181889 34.0039228522521, -118.24305818225 34.0039218513398, -118.243388182425 34.0039218516502, -118.24778718291 34.0039208511668, -118.247369183216 34.0043858511133, -118.247407183133 34.0065668519398, -118.247439182928 34.0086308515352, -118.250651183304 34.0090698521353, -118.248690183261 34.01240985262))",11.49
677,06037228310,0.775503,17.6,"POLYGON ((-118.267959187081 34.0111568513136, -118.266302186621 34.0137498518202, -118.265264186288 34.0153778513715, -118.261912186488 34.0139288515741, -118.261461185474 34.0137338514324, -118.260328185877 34.0132438520466, -118.258970185201 34.0126568517551, -118.256520184954 34.0127828519886, -118.256515184855 34.0111568517184, -118.256506184949 34.0083858517414, -118.258953185084 34.0083758513068, -118.26115118572 34.009221850903, -118.265257185989 34.0091898506077, -118.269222186993 34.0091788505119, -118.267959187081 34.0111568513136))",15.06
678,06037228210,0.518126,15.0,"POLYGON ((-118.256523185386 34.0136068515696, -118.252167184469 34.0136918522871, -118.248690183261 34.01240985262, -118.250651183304 34.0090698521353, -118.252132184264 34.0092718516842, -118.252134183707 34.0075768513154, -118.25213518387 34.0066538513877, -118.256500184169 34.0066648510103, -118.256506184949 34.0083858517414, -118.256515184855 34.0111568517184, -118.256520184954 34.0127828519886, -118.256523185386 34.0136068515696))",19.93
679,06037236400,-2.155894,4.3,"POLYGON ((-118.359137200808 34.0014818451258, -118.357470202026 34.0076398455271, -118.357555201984 34.0091498455107, -118.355565201624 34.0121308465965, -118.355400201179 34.012826846603, -118.3533212012 34.0123168460498, -118.351645200709 34.0118938466923, -118.349641200593 34.0117908462694, -118.348775199933 34.0114878463379, -118.34458819978 34.0098848467139, -118.342607199257 34.0087158467513, -118.343111199564 34.0075938461343, -118.34124419897 34.0073788465, -118.339245198029 34.0058688461472, -118.340856198258 34.0049548463291, -118.341237198243 34.0047768462433, -118.342084198352 34.0045468464467, -118.347372199786 34.0046588459383, -118.351061200582 34.0046978456087, -118.353780200471 34.0023528453311, -118.355948201015 34.0006258449609, -118.357817200379 33.9971498446487, -118.358203201424 33.9992748443602, -118.359137200808 34.0014818451258))",3.82
680,06037231720,2.758917,27.2,"POLYGON ((-118.287239189954 34.0110768496799, -118.282745188904 34.0111478502048, -118.280912189463 34.0110898506072, -118.280951188852 34.0074098501884, -118.280970188674 34.0055938496862, -118.280994188595 34.0037768496681, -118.282715189067 34.0037618491111, -118.287139189389 34.0037198489464, -118.287205189874 34.0064358490684, -118.287220190222 34.0070318492049, -118.287239189954 34.0110768496799))",22.06
681,06037228420,2.446227,13.2,"POLYGON ((-118.274015188277 34.0111378506183, -118.272827187429 34.0111418507172, -118.272268187529 34.0111438503781, -118.267959187081 34.0111568513136, -118.269222186993 34.0091788505119, -118.269858187025 34.0081828505421, -118.270886187086 34.0065738501786, -118.27263218729 34.0038408502623, -118.273990186725 34.0038328500212, -118.273996187651 34.0056878499419, -118.274005187556 34.0082238506901, -118.274015188277 34.0111378506183))",12.66
682,06037231800,0.778613,18.4,"POLYGON ((-118.280970188674 34.0055938496862, -118.280951188852 34.0074098501884, -118.280912189463 34.0110898506072, -118.279946188787 34.0110958506651, -118.278367188865 34.0111048503438, -118.274015188277 34.0111378506183, -118.274005187556 34.0082238506901, -118.273996187651 34.0056878499419, -118.273990186725 34.0038328500212, -118.278357188288 34.0037978498665, -118.280994188595 34.0037768496681, -118.280970188674 34.0055938496862))",15.95
683,06037231710,2.338638,21.7,"POLYGON ((-118.291552190822 34.0064008494039, -118.291551190402 34.0108688493295, -118.290005190406 34.0109348495087, -118.287239189954 34.0110768496799, -118.287220190222 34.0070318492049, -118.287205189874 34.0064358490684, -118.287139189389 34.0037198489464, -118.291554190708 34.0036788487803, -118.291552190822 34.0064008494039))",29.49
684,06037272100,0.054023,3.3,"POLYGON ((-118.451084216652 34.0034138394406, -118.447193216335 34.0056238401079, -118.446216216604 34.0063498408049, -118.442491215374 34.0083388406877, -118.440030215606 34.0096948411866, -118.438828214872 34.0105818414486, -118.43569521499 34.0064688406042, -118.433485214426 34.003568840923, -118.436669214457 34.0019688405213, -118.43793321491 34.0013348406627, -118.440341215122 34.0001248397655, -118.44116321537 33.9997128400483, -118.441978214838 33.9993028401196, -118.446270215114 33.9971468392928, -118.448482215591 34.0000088392142, -118.44894321632 34.000611839778, -118.450371216537 34.002481839571, -118.451084216652 34.0034138394406))",6.11
685,06037231500,1.075124,8.2,"POLYGON ((-118.317120194886 34.007250847419, -118.317081195427 34.0108368482932, -118.308925193253 34.0108658486289, -118.307803193739 34.0108608482825, -118.304556193045 34.0108458486909, -118.304557192316 34.0084458487142, -118.304560192851 34.0037118482382, -118.308926193034 34.0037208479857, -118.313831194016 34.0037068474951, -118.317119194646 34.0036968476307, -118.317120194886 34.007250847419))",9.31
686,06037272301,-2.030789,7.2,"POLYGON ((-118.428359213804 34.0064178417282, -118.424537213035 34.0085768414612, -118.423791212978 34.0089968423001, -118.421423212575 34.0103288419364, -118.419242212397 34.0091078421809, -118.417356211961 34.0067538423602, -118.420530211696 34.0048668416294, -118.421261211765 34.0044268416099, -118.418251211189 34.0006238412838, -118.419723211143 33.9993858410376, -118.420064210791 33.9989698414742, -118.420636211161 33.9986598405941, -118.421066211447 33.9986128407561, -118.42171221132 33.9985418405913, -118.42177221208 33.9996108413582, -118.42438221243 34.0025498410775, -118.426010212799 34.0050208412858, -118.428359213804 34.0064178417282))",1.74
687,06037273100,0.318923,4.9,"POLYGON ((-118.46891522017 34.0031798388148, -118.464100219491 34.0057778389158, -118.458769218573 34.0085608400816, -118.456007218626 34.0099948404729, -118.454799217978 34.0082758401636, -118.453237217309 34.0062328402609, -118.451084216652 34.0034138394406, -118.455790217768 34.0009288396135, -118.45622021788 34.0014828393705, -118.459216217399 33.9971748385031, -118.460937218438 33.9980038382466, -118.462735217981 33.9988708390287, -118.464527218869 33.9997348387023, -118.466112219134 34.0004988389827, -118.467864219734 34.0013438386241, -118.470206220342 34.0024918385823, -118.46891522017 34.0031798388148))",1.88
688,06037228220,0.874767,15.8,"POLYGON ((-118.256500184169 34.0066648510103, -118.25213518387 34.0066538513877, -118.252134183707 34.0075768513154, -118.252132184264 34.0092718516842, -118.250651183304 34.0090698521353, -118.247439182928 34.0086308515352, -118.247407183133 34.0065668519398, -118.247369183216 34.0043858511133, -118.24778718291 34.0039208511668, -118.252137183632 34.0039048507995, -118.256491183821 34.0039428507432, -118.256500184169 34.0066648510103))",14.09
689,06037228320,1.182187,7.8,"POLYGON ((-118.269858187025 34.0081828505421, -118.269222186993 34.0091788505119, -118.265257185989 34.0091898506077, -118.26115118572 34.009221850903, -118.258953185084 34.0083758513068, -118.256506184949 34.0083858517414, -118.256500184169 34.0066648510103, -118.260876185073 34.0066378507942, -118.265250185648 34.0066068503903, -118.269628186452 34.0065818507866, -118.270886187086 34.0065738501786, -118.269858187025 34.0081828505421))",28.7
690,06037272302,0.509801,15.2,"POLYGON ((-118.433485214426 34.003568840923, -118.428840213654 34.0061458413708, -118.428359213804 34.0064178417282, -118.426010212799 34.0050208412858, -118.42438221243 34.0025498410775, -118.42177221208 33.9996108413582, -118.42171221132 33.9985418405913, -118.425992211689 33.9980748408875, -118.426522212836 33.9987368404973, -118.428501212535 34.0013488409288, -118.430848213605 34.00010684089, -118.433485214426 34.003568840923))",21.25
691,06037228600,0.104964,13.1,"POLYGON ((-118.265250185648 34.0066068503903, -118.260876185073 34.0066378507942, -118.256500184169 34.0066648510103, -118.256491183821 34.0039428507432, -118.256480184489 34.000821850747, -118.260858185051 34.0007328500263, -118.265231185068 34.0006928500567, -118.265234185065 34.001601850455, -118.26524118525 34.0038878504562, -118.265250185648 34.0066068503903))",20.05
692,06037228500,-0.048206,9.1,"POLYGON ((-118.273990186725 34.0038328500212, -118.27263218729 34.0038408502623, -118.270886187086 34.0065738501786, -118.269628186452 34.0065818507866, -118.265250185648 34.0066068503903, -118.26524118525 34.0038878504562, -118.265234185065 34.001601850455, -118.265231185068 34.0006928500567, -118.269608186196 34.0006608496301, -118.271785186611 34.0010798499505, -118.273980187082 34.0010638495897, -118.273987187634 34.002912849952, -118.273990186725 34.0038328500212))",14.69
693,06037275102,-1.066747,13.1,"POLYGON ((-118.417207211081 33.9997648414832, -118.414372210173 34.0036668416355, -118.411992210708 34.0019948421545, -118.409655209639 34.0005048418455, -118.409316209401 34.0009238423209, -118.404564208733 33.9948598413037, -118.405045208882 33.9945998416465, -118.405899208717 33.9929868411758, -118.407868208264 33.9921218414011, -118.408515209016 33.9937358414649, -118.412015209488 33.996008841189, -118.415235210623 33.9979798415371, -118.417413210895 33.9996308412084, -118.417207211081 33.9997648414832))",7.78
694,06037272201,0.510178,8.4,"POLYGON ((-118.436669214457 34.0019688405213, -118.433485214426 34.003568840923, -118.430848213605 34.00010684089, -118.43033921342 33.9994508407818, -118.433512213242 33.9978518401578, -118.434732213147 33.9972108403742, -118.43793321491 34.0013348406627, -118.436669214457 34.0019688405213))",16.56
695,06037273700,0.506394,3.9,"POLYGON ((-118.459216217399 33.9971748385031, -118.45622021788 34.0014828393705, -118.455790217768 34.0009288396135, -118.451084216652 34.0034138394406, -118.450371216537 34.002481839571, -118.44894321632 34.000611839778, -118.448482215591 34.0000088392142, -118.446270215114 33.9971468392928, -118.451007216406 33.9947668392276, -118.452582216702 33.9939758387265, -118.457283216955 33.9962428387155, -118.459216217399 33.9971748385031))",5.37
696,06037228710,0.300304,13.2,"POLYGON ((-118.256491183821 34.0039428507432, -118.252137183632 34.0039048507995, -118.252131182968 34.0011098507248, -118.252126182775 33.9989258502826, -118.252126182891 33.9984248507318, -118.25211818247 33.9948278499443, -118.256461184079 33.9948278501132, -118.256463183774 33.9958428502913, -118.256473183429 33.9989248504328, -118.256480184489 34.000821850747, -118.256491183821 34.0039428507432))",13.54
697,06037228720,0.280972,9.2,"POLYGON ((-118.252137183632 34.0039048507995, -118.24778718291 34.0039208511668, -118.247782182299 34.0011118511027, -118.247778182575 33.9993098510629, -118.247777182139 33.9984228511413, -118.247772181804 33.9957468507668, -118.247770181716 33.994839850018, -118.25211818247 33.9948278499443, -118.252126182891 33.9984248507318, -118.252126182775 33.9989258502826, -118.252131182968 34.0011098507248, -118.252137183632 34.0039048507995))",17.87
698,06037228800,1.241547,8.4,"POLYGON ((-118.24778718291 34.0039208511668, -118.243388182425 34.0039218516502, -118.24305818225 34.0039218513398, -118.239217181889 34.0039228522521, -118.238408180252 33.9942948506626, -118.239326180968 33.994635850971, -118.243178181234 33.9946488504331, -118.243505180894 33.9948068508145, -118.247770181716 33.994839850018, -118.247772181804 33.9957468507668, -118.247777182139 33.9984228511413, -118.247778182575 33.9993098510629, -118.247782182299 34.0011118511027, -118.24778718291 34.0039208511668))",15.35
